#
256 atoms
1 atom types

0.0 6.2544 xlo xhi
0.0 6.2544 ylo yhi
0.0 6.2544 zlo zhi

Masses

1 1.0 

Atoms

1	 1	 0.0000 0.0000 0.0000
2	 1	 0.7818 0.7818 0.0000
3	 1	 0.7818 0.0000 0.7818
4	 1	 0.0000 0.7818 0.7818
5	 1	 0.0000 0.0000 1.5636
6	 1	 0.7818 0.7818 1.5636
7	 1	 0.7818 0.0000 2.3454
8	 1	 0.0000 0.7818 2.3454
9	 1	 0.0000 0.0000 3.1272
10	 1	 0.7818 0.7818 3.1272
11	 1	 0.7818 0.0000 3.9090
12	 1	 0.0000 0.7818 3.9090
13	 1	 0.0000 0.0000 4.6908
14	 1	 0.7818 0.7818 4.6908
15	 1	 0.7818 0.0000 5.4726
16	 1	 0.0000 0.7818 5.4726
17	 1	 0.0000 1.5636 0.0000
18	 1	 0.7818 2.3454 0.0000
19	 1	 0.7818 1.5636 0.7818
20	 1	 0.0000 2.3454 0.7818
21	 1	 0.0000 1.5636 1.5636
22	 1	 0.7818 2.3454 1.5636
23	 1	 0.7818 1.5636 2.3454
24	 1	 0.0000 2.3454 2.3454
25	 1	 0.0000 1.5636 3.1272
26	 1	 0.7818 2.3454 3.1272
27	 1	 0.7818 1.5636 3.9090
28	 1	 0.0000 2.3454 3.9090
29	 1	 0.0000 1.5636 4.6908
30	 1	 0.7818 2.3454 4.6908
31	 1	 0.7818 1.5636 5.4726
32	 1	 0.0000 2.3454 5.4726
33	 1	 0.0000 3.1272 0.0000
34	 1	 0.7818 3.9090 0.0000
35	 1	 0.7818 3.1272 0.7818
36	 1	 0.0000 3.9090 0.7818
37	 1	 0.0000 3.1272 1.5636
38	 1	 0.7818 3.9090 1.5636
39	 1	 0.7818 3.1272 2.3454
40	 1	 0.0000 3.9090 2.3454
41	 1	 0.0000 3.1272 3.1272
42	 1	 0.7818 3.9090 3.1272
43	 1	 0.7818 3.1272 3.9090
44	 1	 0.0000 3.9090 3.9090
45	 1	 0.0000 3.1272 4.6908
46	 1	 0.7818 3.9090 4.6908
47	 1	 0.7818 3.1272 5.4726
48	 1	 0.0000 3.9090 5.4726
49	 1	 0.0000 4.6908 0.0000
50	 1	 0.7818 5.4726 0.0000
51	 1	 0.7818 4.6908 0.7818
52	 1	 0.0000 5.4726 0.7818
53	 1	 0.0000 4.6908 1.5636
54	 1	 0.7818 5.4726 1.5636
55	 1	 0.7818 4.6908 2.3454
56	 1	 0.0000 5.4726 2.3454
57	 1	 0.0000 4.6908 3.1272
58	 1	 0.7818 5.4726 3.1272
59	 1	 0.7818 4.6908 3.9090
60	 1	 0.0000 5.4726 3.9090
61	 1	 0.0000 4.6908 4.6908
62	 1	 0.7818 5.4726 4.6908
63	 1	 0.7818 4.6908 5.4726
64	 1	 0.0000 5.4726 5.4726
65	 1	 1.5636 0.0000 0.0000
66	 1	 2.3454 0.7818 0.0000
67	 1	 2.3454 0.0000 0.7818
68	 1	 1.5636 0.7818 0.7818
69	 1	 1.5636 0.0000 1.5636
70	 1	 2.3454 0.7818 1.5636
71	 1	 2.3454 0.0000 2.3454
72	 1	 1.5636 0.7818 2.3454
73	 1	 1.5636 0.0000 3.1272
74	 1	 2.3454 0.7818 3.1272
75	 1	 2.3454 0.0000 3.9090
76	 1	 1.5636 0.7818 3.9090
77	 1	 1.5636 0.0000 4.6908
78	 1	 2.3454 0.7818 4.6908
79	 1	 2.3454 0.0000 5.4726
80	 1	 1.5636 0.7818 5.4726
81	 1	 1.5636 1.5636 0.0000
82	 1	 2.3454 2.3454 0.0000
83	 1	 2.3454 1.5636 0.7818
84	 1	 1.5636 2.3454 0.7818
85	 1	 1.5636 1.5636 1.5636
86	 1	 2.3454 2.3454 1.5636
87	 1	 2.3454 1.5636 2.3454
88	 1	 1.5636 2.3454 2.3454
89	 1	 1.5636 1.5636 3.1272
90	 1	 2.3454 2.3454 3.1272
91	 1	 2.3454 1.5636 3.9090
92	 1	 1.5636 2.3454 3.9090
93	 1	 1.5636 1.5636 4.6908
94	 1	 2.3454 2.3454 4.6908
95	 1	 2.3454 1.5636 5.4726
96	 1	 1.5636 2.3454 5.4726
97	 1	 1.5636 3.1272 0.0000
98	 1	 2.3454 3.9090 0.0000
99	 1	 2.3454 3.1272 0.7818
100	 1	 1.5636 3.9090 0.7818
101	 1	 1.5636 3.1272 1.5636
102	 1	 2.3454 3.9090 1.5636
103	 1	 2.3454 3.1272 2.3454
104	 1	 1.5636 3.9090 2.3454
105	 1	 1.5636 3.1272 3.1272
106	 1	 2.3454 3.9090 3.1272
107	 1	 2.3454 3.1272 3.9090
108	 1	 1.5636 3.9090 3.9090
109	 1	 1.5636 3.1272 4.6908
110	 1	 2.3454 3.9090 4.6908
111	 1	 2.3454 3.1272 5.4726
112	 1	 1.5636 3.9090 5.4726
113	 1	 1.5636 4.6908 0.0000
114	 1	 2.3454 5.4726 0.0000
115	 1	 2.3454 4.6908 0.7818
116	 1	 1.5636 5.4726 0.7818
117	 1	 1.5636 4.6908 1.5636
118	 1	 2.3454 5.4726 1.5636
119	 1	 2.3454 4.6908 2.3454
120	 1	 1.5636 5.4726 2.3454
121	 1	 1.5636 4.6908 3.1272
122	 1	 2.3454 5.4726 3.1272
123	 1	 2.3454 4.6908 3.9090
124	 1	 1.5636 5.4726 3.9090
125	 1	 1.5636 4.6908 4.6908
126	 1	 2.3454 5.4726 4.6908
127	 1	 2.3454 4.6908 5.4726
128	 1	 1.5636 5.4726 5.4726
129	 1	 3.1272 0.0000 0.0000
130	 1	 3.9090 0.7818 0.0000
131	 1	 3.9090 0.0000 0.7818
132	 1	 3.1272 0.7818 0.7818
133	 1	 3.1272 0.0000 1.5636
134	 1	 3.9090 0.7818 1.5636
135	 1	 3.9090 0.0000 2.3454
136	 1	 3.1272 0.7818 2.3454
137	 1	 3.1272 0.0000 3.1272
138	 1	 3.9090 0.7818 3.1272
139	 1	 3.9090 0.0000 3.9090
140	 1	 3.1272 0.7818 3.9090
141	 1	 3.1272 0.0000 4.6908
142	 1	 3.9090 0.7818 4.6908
143	 1	 3.9090 0.0000 5.4726
144	 1	 3.1272 0.7818 5.4726
145	 1	 3.1272 1.5636 0.0000
146	 1	 3.9090 2.3454 0.0000
147	 1	 3.9090 1.5636 0.7818
148	 1	 3.1272 2.3454 0.7818
149	 1	 3.1272 1.5636 1.5636
150	 1	 3.9090 2.3454 1.5636
151	 1	 3.9090 1.5636 2.3454
152	 1	 3.1272 2.3454 2.3454
153	 1	 3.1272 1.5636 3.1272
154	 1	 3.9090 2.3454 3.1272
155	 1	 3.9090 1.5636 3.9090
156	 1	 3.1272 2.3454 3.9090
157	 1	 3.1272 1.5636 4.6908
158	 1	 3.9090 2.3454 4.6908
159	 1	 3.9090 1.5636 5.4726
160	 1	 3.1272 2.3454 5.4726
161	 1	 3.1272 3.1272 0.0000
162	 1	 3.9090 3.9090 0.0000
163	 1	 3.9090 3.1272 0.7818
164	 1	 3.1272 3.9090 0.7818
165	 1	 3.1272 3.1272 1.5636
166	 1	 3.9090 3.9090 1.5636
167	 1	 3.9090 3.1272 2.3454
168	 1	 3.1272 3.9090 2.3454
169	 1	 3.1272 3.1272 3.1272
170	 1	 3.9090 3.9090 3.1272
171	 1	 3.9090 3.1272 3.9090
172	 1	 3.1272 3.9090 3.9090
173	 1	 3.1272 3.1272 4.6908
174	 1	 3.9090 3.9090 4.6908
175	 1	 3.9090 3.1272 5.4726
176	 1	 3.1272 3.9090 5.4726
177	 1	 3.1272 4.6908 0.0000
178	 1	 3.9090 5.4726 0.0000
179	 1	 3.9090 4.6908 0.7818
180	 1	 3.1272 5.4726 0.7818
181	 1	 3.1272 4.6908 1.5636
182	 1	 3.9090 5.4726 1.5636
183	 1	 3.9090 4.6908 2.3454
184	 1	 3.1272 5.4726 2.3454
185	 1	 3.1272 4.6908 3.1272
