#
256 atoms
1 atom types

0.0 6.2544 xlo xhi
0.0 6.2544 ylo yhi
0.0 6.2544 zlo zhi

Masses

1 1.0 

Atoms

186	 1	 3.9090 5.4726 3.1272
187	 1	 3.9090 4.6908 3.9090
188	 1	 3.1272 5.4726 3.9090
189	 1	 3.1272 4.6908 4.6908
190	 1	 3.9090 5.4726 4.6908
191	 1	 3.9090 4.6908 5.4726
192	 1	 3.1272 5.4726 5.4726
193	 1	 4.6908 0.0000 0.0000
194	 1	 5.4726 0.7818 0.0000
195	 1	 5.4726 0.0000 0.7818
196	 1	 4.6908 0.7818 0.7818
197	 1	 4.6908 0.0000 1.5636
198	 1	 5.4726 0.7818 1.5636
199	 1	 5.4726 0.0000 2.3454
200	 1	 4.6908 0.7818 2.3454
201	 1	 4.6908 0.0000 3.1272
202	 1	 5.4726 0.7818 3.1272
203	 1	 5.4726 0.0000 3.9090
204	 1	 4.6908 0.7818 3.9090
205	 1	 4.6908 0.0000 4.6908
206	 1	 5.4726 0.7818 4.6908
207	 1	 5.4726 0.0000 5.4726
208	 1	 4.6908 0.7818 5.4726
209	 1	 4.6908 1.5636 0.0000
210	 1	 5.4726 2.3454 0.0000
211	 1	 5.4726 1.5636 0.7818
212	 1	 4.6908 2.3454 0.7818
213	 1	 4.6908 1.5636 1.5636
214	 1	 5.4726 2.3454 1.5636
215	 1	 5.4726 1.5636 2.3454
216	 1	 4.6908 2.3454 2.3454
217	 1	 4.6908 1.5636 3.1272
218	 1	 5.4726 2.3454 3.1272
219	 1	 5.4726 1.5636 3.9090
220	 1	 4.6908 2.3454 3.9090
221	 1	 4.6908 1.5636 4.6908
222	 1	 5.4726 2.3454 4.6908
223	 1	 5.4726 1.5636 5.4726
224	 1	 4.6908 2.3454 5.4726
225	 1	 4.6908 3.1272 0.0000
226	 1	 5.4726 3.9090 0.0000
227	 1	 5.4726 3.1272 0.7818
228	 1	 4.6908 3.9090 0.7818
229	 1	 4.6908 3.1272 1.5636
230	 1	 5.4726 3.9090 1.5636
231	 1	 5.4726 3.1272 2.3454
232	 1	 4.6908 3.9090 2.3454
233	 1	 4.6908 3.1272 3.1272
234	 1	 5.4726 3.9090 3.1272
235	 1	 5.4726 3.1272 3.9090
236	 1	 4.6908 3.9090 3.9090
237	 1	 4.6908 3.1272 4.6908
238	 1	 5.4726 3.9090 4.6908
239	 1	 5.4726 3.1272 5.4726
240	 1	 4.6908 3.9090 5.4726
241	 1	 4.6908 4.6908 0.0000
242	 1	 5.4726 5.4726 0.0000
243	 1	 5.4726 4.6908 0.7818
244	 1	 4.6908 5.4726 0.7818
245	 1	 4.6908 4.6908 1.5636
246	 1	 5.4726 5.4726 1.5636
247	 1	 5.4726 4.6908 2.3454
248	 1	 4.6908 5.4726 2.3454
249	 1	 4.6908 4.6908 3.1272
250	 1	 5.4726 5.4726 3.1272
251	 1	 5.4726 4.6908 3.9090
252	 1	 4.6908 5.4726 3.9090
253	 1	 4.6908 4.6908 4.6908
254	 1	 5.4726 5.4726 4.6908
255	 1	 5.4726 4.6908 5.4726
256	 1	 4.6908 5.4726 5.4726
